code,term,dmd_id
324303009,CHLORAMPHENICOL 1G POWDER FOR SOLUTION FOR INJECTION VIALS,324303009
33582511000001100,CHLORAMPHENICOL 1G POWDER FOR SOLUTION FOR INJECTION VIALS,33582511000001100
34327311000001100,CHLORAMPHENICOL 1G POWDER FOR SOLUTION FOR INJECTION VIALS,34327311000001100
34340211000001108,CHLORAMPHENICOL 1G POWDER FOR SOLUTION FOR INJECTION VIALS,34340211000001108
324298007,CHLORAMPHENICOL 250MG CAPSULES,324298007
3928511000001100,CHLORAMPHENICOL 250MG CAPSULES,3928511000001100
3928911000001107,CHLORAMPHENICOL 250MG CAPSULES,3928911000001107
3929711000001101,CHLORAMPHENICOL 250MG CAPSULES,3929711000001101
4743111000001107,CHLORAMPHENICOL 250MG CAPSULES,4743111000001107
11482411000001104,CHLORAMPHENICOL 250MG CAPSULES,11482411000001104
14942611000001102,CHLORAMPHENICOL 250MG CAPSULES,14942611000001102
4382311000001106,KEMICETINE 1G POWDER FOR SOLUTION FOR INJECTION VIALS,4382311000001106
34340211000001107,Chloramphenicol 1g powder for solution for injection vials,34340211000001107
33582511000001101,Chloramphenicol 1g powder for solution for injection vials,33582511000001101
41946011000001101,VMP subsequent to 324303009,41946011000001101
41946111000001100,VMP subsequent to 324298007,41946111000001100
