code,term,dmd_id
9361611000001108,ACNAMINO MR 100MG CAPSULES,9361611000001108
18248711000001104,ACNAMINO MR 100MG CAPSULES,18248711000001104
147511000001107,AKNEMIN 100MG CAPSULES,147511000001107
116911000001108,AKNEMIN 50 CAPSULES,116911000001108
926911000001103,BLEMIX 100MG TABLETS,926911000001103
921111000001105,BLEMIX 50MG TABLETS,921111000001105
621011000001105,MINOCIN 100MG TABLETS,621011000001105
123211000001102,MINOCIN 50MG TABLETS,123211000001102
820411000001100,MINOCIN MR 100MG CAPSULES,820411000001100
39700811000001104,MINOCYCLINE 100MG CAPSULES,39700811000001104
36565111000001104,MINOCYCLINE 100MG MODIFIED-RELEASE CAPSULES,36565111000001104
9330111000001102,MINOCYCLINE 100MG MODIFIED-RELEASE CAPSULES,9330111000001102
14781411000001108,MINOCYCLINE 100MG MODIFIED-RELEASE CAPSULES,14781411000001108
39700911000001112,MINOCYCLINE 100MG TABLETS,39700911000001112
254511000001104,MINOCYCLINE 100MG TABLETS,254511000001104
754011000001103,MINOCYCLINE 100MG TABLETS,754011000001103
936711000001102,MINOCYCLINE 100MG TABLETS,936711000001102
7611000001109,MINOCYCLINE 100MG TABLETS,7611000001109
64211000001102,MINOCYCLINE 100MG TABLETS,64211000001102
165311000001103,MINOCYCLINE 100MG TABLETS,165311000001103
8819511000001105,MINOCYCLINE 100MG TABLETS,8819511000001105
11408011000001104,MINOCYCLINE 100MG TABLETS,11408011000001104
13758311000001100,MINOCYCLINE 100MG TABLETS,13758311000001100
17942311000001104,MINOCYCLINE 100MG TABLETS,17942311000001104
21801211000001100,MINOCYCLINE 100MG TABLETS,21801211000001100
24385811000001108,MINOCYCLINE 100MG TABLETS,24385811000001108
29923011000001100,MINOCYCLINE 100MG TABLETS,29923011000001100
30831011000001104,MINOCYCLINE 100MG TABLETS,30831011000001104
34019411000001108,MINOCYCLINE 100MG TABLETS,34019411000001108
39044111000001104,MINOCYCLINE 100MG TABLETS,39044111000001104
39700611000001104,MINOCYCLINE 50MG CAPSULES,39700611000001104
39700711000001104,MINOCYCLINE 50MG TABLETS,39700711000001104
666311000001107,MINOCYCLINE 50MG TABLETS,666311000001107
679811000001102,MINOCYCLINE 50MG TABLETS,679811000001102
891511000001102,MINOCYCLINE 50MG TABLETS,891511000001102
238111000001103,MINOCYCLINE 50MG TABLETS,238111000001103
939411000001101,MINOCYCLINE 50MG TABLETS,939411000001101
514011000001108,MINOCYCLINE 50MG TABLETS,514011000001108
8819311000001104,MINOCYCLINE 50MG TABLETS,8819311000001104
11408511000001102,MINOCYCLINE 50MG TABLETS,11408511000001102
13758111000001102,MINOCYCLINE 50MG TABLETS,13758111000001102
17942111000001100,MINOCYCLINE 50MG TABLETS,17942111000001100
21801011000001104,MINOCYCLINE 50MG TABLETS,21801011000001104
24386011000001104,MINOCYCLINE 50MG TABLETS,24386011000001104
29923611000001108,MINOCYCLINE 50MG TABLETS,29923611000001108
30831211000001100,MINOCYCLINE 50MG TABLETS,30831211000001100
39044711000001112,MINOCYCLINE 50MG TABLETS,39044711000001112
13010711000001108,MINOCYCLINE 50MG/5ML ORAL SOLUTION,13010711000001108
12979311000001104,MINOCYCLINE 50MG/5ML ORAL SOLUTION,12979311000001104
13010811000001100,MINOCYCLINE 50MG/5ML ORAL SUSPENSION,13010811000001100
12979011000001108,MINOCYCLINE 50MG/5ML ORAL SUSPENSION,12979011000001108
7393411000001103,SEBOMIN MR 100MG CAPSULES,7393411000001103
9891211000001108,SEBREN MR 100MG CAPSULES,9891211000001108
39700711000001107,Minocycline 50mg tablets,39700711000001107
24386011000001105,Minocycline 50mg tablets,24386011000001105
30831211000001101,Minocycline 50mg tablets,30831211000001101
39044711000001109,Minocycline 50mg tablets,39044711000001109
21801011000001105,Minocycline 50mg tablets,21801011000001105
39700911000001109,Minocycline 100mg tablets,39700911000001109
24385811000001107,Minocycline 100mg tablets,24385811000001107
30831011000001106,Minocycline 100mg tablets,30831011000001106
39044111000001108,Minocycline 100mg tablets,39044111000001108
11408011000001105,Minocycline 100mg tablets,11408011000001105
17942311000001103,Minocycline 100mg tablets,17942311000001103
29923011000001101,Minocycline 100mg tablets,29923011000001101
36565111000001106,Minocycline 100mg modified-release capsules,36565111000001106
14781411000001109,Minocycline 100mg modified-release capsules,14781411000001109
39700611000001103,Minocycline 50mg capsules,39700611000001103
12979311000001105,Minocycline 50mg/5ml oral solution,12979311000001105
12979011000001107,Minocycline 50mg/5ml oral suspension,12979011000001107
9361611000001109,Acnamino MR 100mg capsules,9361611000001109
18248711000001106,Acnamino MR 100mg capsules,18248711000001106
324079003,VMP previous to 36565111000001106,324079003
324090008,VMP previous to 39700611000001103,324090008
324091007,VMP previous to 39700811000001104,324091007
324092000,VMP previous to 39700711000001107,324092000
324093005,VMP previous to 39700911000001109,324093005
