code,term,dmd_id
13454711000001102,SULFADIAZINE 150MG/5ML ORAL SUSPENSION,13454711000001102
13449711000001104,SULFADIAZINE 150MG/5ML ORAL SUSPENSION,13449711000001104
13454811000001104,SULFADIAZINE 250MG/5ML ORAL SUSPENSION,13454811000001104
13450511000001104,SULFADIAZINE 250MG/5ML ORAL SUSPENSION,13450511000001104
324411000,SULFADIAZINE 500MG TABLETS,324411000
4104011000001108,SULFADIAZINE 500MG TABLETS,4104011000001108
4104411000001104,SULFADIAZINE 500MG TABLETS,4104411000001104
4104611000001101,SULFADIAZINE 500MG TABLETS,4104611000001101
4104911000001107,SULFADIAZINE 500MG TABLETS,4104911000001107
21903611000001104,SULFADIAZINE 500MG TABLETS,21903611000001104
26857011000001108,SULFADIAZINE 500MG TABLETS,26857011000001108
13454911000001100,SULFADIAZINE 500MG/5ML ORAL SUSPENSION,13454911000001100
13450011000001106,SULFADIAZINE 500MG/5ML ORAL SUSPENSION,13450011000001106
26857011000001109,Sulfadiazine 500mg tablets,26857011000001109
21903611000001106,Sulfadiazine 500mg tablets,21903611000001106
13454811000001105,Sulfadiazine 250mg/5ml oral suspension,13454811000001105
13450511000001103,Sulfadiazine 250mg/5ml oral suspension,13450511000001103
41955311000001106,VMP subsequent to 324411000,41955311000001106
