code,term,dmd_id
196111000001109,ALMODAN 125MG/5ML SYRUP,196111000001109
29011000001102,AMICLAV 250MG/125MG TABLETS,29011000001102
774011000001100,AMIX 125 ORAL SUSPENSION,774011000001100
644811000001100,AMIX 250 CAPSULES,644811000001100
252511000001109,AMIX 250 ORAL SUSPENSION,252511000001109
121011000001106,AMIX 500 CAPSULES,121011000001106
42011000001106,AMORAM 125MG/5ML ORAL SUSPENSION,42011000001106
500511000001107,AMORAM 250MG CAPSULES,500511000001107
284811000001105,AMORAM 250MG/5ML ORAL SUSPENSION,284811000001105
19211000001104,AMORAM 500MG CAPSULES,19211000001104
35368511000001108,AMOXICILLIN 125MG/1.25ML ORAL SUSPENSION PAEDIATRIC,35368511000001108
323732002,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,323732002
634511000001102,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,634511000001102
159311000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,159311000001109
200311000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,200311000001108
860211000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,860211000001109
143211000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,143211000001100
329011000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,329011000001104
856111000001107,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,856111000001107
144711000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,144711000001109
549011000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,549011000001104
9786511000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,9786511000001104
10426911000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,10426911000001104
15984311000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,15984311000001100
17781111000001106,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,17781111000001106
21766511000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,21766511000001108
22609411000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,22609411000001108
28943411000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,28943411000001108
29769411000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,29769411000001104
38785711000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION,38785711000001104
35901911000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35901911000001104
756511000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,756511000001100
623711000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,623711000001108
222511000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,222511000001108
311000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,311000001109
69611000001101,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,69611000001101
416211000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,416211000001100
264811000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,264811000001108
709111000001109,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,709111000001109
9787111000001106,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,9787111000001106
10428011000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,10428011000001104
15984711000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,15984711000001100
17781911000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,17781911000001108
21775811000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,21775811000001104
22609611000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,22609611000001104
29764511000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,29764511000001104
29993911000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,29993911000001108
35591711000001108,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35591711000001108
35852611000001100,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35852611000001100
38785511000001104,AMOXICILLIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,38785511000001104
38726811000001112,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38726811000001112
38719511000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38719511000001104
38953811000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38953811000001104
38987311000001104,AMOXICILLIN 1G DISPERSIBLE TABLETS SUGAR FREE,38987311000001104
323739006,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,323739006
279111000001107,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,279111000001107
144611000001100,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,144611000001100
34748411000001104,AMOXICILLIN 1G POWDER FOR SOLUTION FOR INJECTION VIALS,34748411000001104
39732311000001104,AMOXICILLIN 250MG CAPSULES,39732311000001104
558111000001107,AMOXICILLIN 250MG CAPSULES,558111000001107
739011000001101,AMOXICILLIN 250MG CAPSULES,739011000001101
