code,term,dmd_id
3348411000001109,OXYMYCIN 250MG TABLETS,3348411000001109
13003711000001100,OXYTETRACYCLINE 100MG/5ML ORAL SUSPENSION,13003711000001100
12989211000001108,OXYTETRACYCLINE 100MG/5ML ORAL SUSPENSION,12989211000001108
13003811000001108,OXYTETRACYCLINE 125MG/5ML ORAL SUSPENSION,13003811000001108
12989611000001106,OXYTETRACYCLINE 125MG/5ML ORAL SUSPENSION,12989611000001106
324095003,OXYTETRACYCLINE 250MG TABLETS,324095003
3345011000001108,OXYTETRACYCLINE 250MG TABLETS,3345011000001108
3345611000001101,OXYTETRACYCLINE 250MG TABLETS,3345611000001101
3346311000001101,OXYTETRACYCLINE 250MG TABLETS,3346311000001101
3347511000001109,OXYTETRACYCLINE 250MG TABLETS,3347511000001109
3347811000001107,OXYTETRACYCLINE 250MG TABLETS,3347811000001107
3349611000001103,OXYTETRACYCLINE 250MG TABLETS,3349611000001103
3350311000001102,OXYTETRACYCLINE 250MG TABLETS,3350311000001102
4331711000001105,OXYTETRACYCLINE 250MG TABLETS,4331711000001105
9802411000001100,OXYTETRACYCLINE 250MG TABLETS,9802411000001100
10436911000001108,OXYTETRACYCLINE 250MG TABLETS,10436911000001108
11013711000001104,OXYTETRACYCLINE 250MG TABLETS,11013711000001104
15114911000001104,OXYTETRACYCLINE 250MG TABLETS,15114911000001104
16062611000001108,OXYTETRACYCLINE 250MG TABLETS,16062611000001108
17951211000001102,OXYTETRACYCLINE 250MG TABLETS,17951211000001102
20326411000001108,OXYTETRACYCLINE 250MG TABLETS,20326411000001108
21829411000001108,OXYTETRACYCLINE 250MG TABLETS,21829411000001108
22473711000001108,OXYTETRACYCLINE 250MG TABLETS,22473711000001108
28918511000001104,OXYTETRACYCLINE 250MG TABLETS,28918511000001104
29006911000001104,OXYTETRACYCLINE 250MG TABLETS,29006911000001104
30071211000001104,OXYTETRACYCLINE 250MG TABLETS,30071211000001104
39070311000001104,OXYTETRACYCLINE 250MG TABLETS,39070311000001104
13003911000001104,OXYTETRACYCLINE 250MG/5ML ORAL SUSPENSION,13003911000001104
12990511000001100,OXYTETRACYCLINE 250MG/5ML ORAL SUSPENSION,12990511000001100
13004011000001100,OXYTETRACYCLINE 500MG/5ML ORAL SUSPENSION,13004011000001100
12991011000001104,OXYTETRACYCLINE 500MG/5ML ORAL SUSPENSION,12991011000001104
16062611000001107,Oxytetracycline 250mg tablets,16062611000001107
28918511000001105,Oxytetracycline 250mg tablets,28918511000001105
29006911000001106,Oxytetracycline 250mg tablets,29006911000001106
11013711000001105,Oxytetracycline 250mg tablets,11013711000001105
20326411000001109,Oxytetracycline 250mg tablets,20326411000001109
39070311000001103,Oxytetracycline 250mg tablets,39070311000001103
39959411000001105,Oxytetracycline 250mg tablets,39959411000001105
15114911000001103,Oxytetracycline 250mg tablets,15114911000001103
13003811000001109,Oxytetracycline 125mg/5ml oral suspension,13003811000001109
13004011000001101,Oxytetracycline 500mg/5ml oral suspension,13004011000001101
13003711000001101,Oxytetracycline 100mg/5ml oral suspension,13003711000001101
12989211000001109,Oxytetracycline 100mg/5ml oral suspension,12989211000001109
41953611000001100,VMP subsequent to 324095003,41953611000001100
