code,term,dmd_id
323887008,CEFALEXIN 125MG/5ML ORAL SUSPENSION,323887008
639611000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION,639611000001104
640011000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION,640011000001104
6211000001105,CEFALEXIN 125MG/5ML ORAL SUSPENSION,6211000001105
560011000001100,CEFALEXIN 125MG/5ML ORAL SUSPENSION,560011000001100
34311000001103,CEFALEXIN 125MG/5ML ORAL SUSPENSION,34311000001103
233111000001107,CEFALEXIN 125MG/5ML ORAL SUSPENSION,233111000001107
534211000001106,CEFALEXIN 125MG/5ML ORAL SUSPENSION,534211000001106
10456111000001106,CEFALEXIN 125MG/5ML ORAL SUSPENSION,10456111000001106
15073911000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION,15073911000001104
18086311000001108,CEFALEXIN 125MG/5ML ORAL SUSPENSION,18086311000001108
21826411000001100,CEFALEXIN 125MG/5ML ORAL SUSPENSION,21826411000001100
22631711000001108,CEFALEXIN 125MG/5ML ORAL SUSPENSION,22631711000001108
30010411000001100,CEFALEXIN 125MG/5ML ORAL SUSPENSION,30010411000001100
37510911000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION,37510911000001104
38825611000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION,38825611000001104
4865011000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,4865011000001104
4861711000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,4861711000001104
11267111000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,11267111000001104
19188211000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,19188211000001104
35210711000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35210711000001104
35227111000001104,CEFALEXIN 125MG/5ML ORAL SUSPENSION SUGAR FREE,35227111000001104
39735311000001104,CEFALEXIN 250MG CAPSULES,39735311000001104
716611000001106,CEFALEXIN 250MG CAPSULES,716611000001106
34811000001107,CEFALEXIN 250MG CAPSULES,34811000001107
758111000001108,CEFALEXIN 250MG CAPSULES,758111000001108
216811000001100,CEFALEXIN 250MG CAPSULES,216811000001100
3611000001101,CEFALEXIN 250MG CAPSULES,3611000001101
