code,term,dmd_id
36134411000001104,CEFIXIME 100MG/5ML ORAL SUSPENSION,36134411000001104
323973007,CEFIXIME 200MG TABLETS,323973007
370375008,CEFIXIME 400MG TABLETS,370375008
34762811000001104,CEFIXIME 400MG TABLETS,34762811000001104
511411000001101,SUPRAX 200MG TABLETS,511411000001101
3184511000001101,SUPRAX PAEDIATRIC 100MG/5ML ORAL SUSPENSION,3184511000001101
36134411000001101,Cefixime 100mg/5ml oral suspension,36134411000001101
34762811000001103,Cefixime 400mg tablets,34762811000001103
323974001,VMP previous to 36134411000001101,323974001
41943211000001104,VMP subsequent to 323973007,41943211000001104
41943311000001107,VMP subsequent to 370375008,41943311000001107
