code,term
1163524004,Food-borne intoxication caused by Clostridium difficile
1172958005,Intestinal infection caused by Clostridioides difficile
1172959002,Extraintestinal infection caused by Clostridioides difficile
168267001,Clostridium difficile toxin A detected
186431008,Infection caused by Clostridioides difficile
310541005,Clostridium difficile toxin A detected
389981005,Clostridium difficile infection
404907009,Toxic megacolon caused by Clostridium difficile
423590009,Clostridium difficile colitis
43671000237101,Arbitrary concentration of Clostridium difficile antigen in serum
5891000119102,Clostridium difficile diarrhea
5933001,Clostridioides difficile
736050006,Toxigenic Clostridium difficile
736051005,Non-toxigenic Clostridium difficile
763166007,Clostridium difficile strain BI/NAP1/027
789685005,Recurrent infection caused by Clostridioides difficile
905431000000102,Reactive arthritis after clostridium difficile infection
