code,term
G040,Acute disseminated encephalitis
G210,Malignant neuroleptic syndrome
G211,Other drug-induced secondary parkinsonism
G212,Secondary parkinsonism due to other external agents
G240,Drug-induced dystonia
G250,Essential tremor
G251,Drug-induced tremor
G253,Myoclonus
G254,Drug-induced chorea
G256,Drug-induced tics and other tics of organic origin
G405,Special epileptic syndromes
G444,"Drug-induced headache, not elsewhere classified"
G620,Drug-induced polyneuropathy
G711,Myotonic disorders
G720,Drug-induced myopathy
G958,Other specified diseases of spinal cord
