description,code_type,code_new
AC BRONCH/MYCOPLASMA PNEUMONIA,ctv3,ct_YMAin
ACUTE BACT.BRONCHITIS UNSPEC.,ctv3,ct_Y101B
ACUTE BACTERIAL BRONCHITIS,conceptid,co_233598009
ACUTE BACTERIAL BRONCHITIS UNSPECIFIED,aurmedcode,au_301121011
ACUTE BACTERIAL BRONCHITIS UNSPECIFIED,conceptid,co_195732005
ACUTE BACTERIAL BRONCHITIS UNSPECIFIED,medcode,me_24800
ACUTE BACTERIAL BRONCHITIS UNSPECIFIED,readv2_5,re_H060x
ACUTE BACTERIAL BRONCHITIS UNSPECIFIED,readv2_7,re_H060x00
ACUTE BRONCHIOLITIS,aurmedcode,au_10187013
ACUTE BRONCHIOLITIS,conceptid,co_155513009
ACUTE BRONCHIOLITIS,conceptid,co_5505005
ACUTE BRONCHIOLITIS,ctv3,ct_Y101H
ACUTE BRONCHIOLITIS,medcode,me_1019
ACUTE BRONCHIOLITIS,readv2_5,re_H061.
ACUTE BRONCHIOLITIS,readv2_7,re_H061.00
ACUTE BRONCHIOLITIS NOS,aurmedcode,au_301130015
ACUTE BRONCHIOLITIS NOS,conceptid,co_195741000
ACUTE BRONCHIOLITIS NOS,ctv3,ct_Y101N
ACUTE BRONCHIOLITIS NOS,medcode,me_17917
ACUTE BRONCHIOLITIS NOS,readv2_5,re_H061z
ACUTE BRONCHIOLITIS NOS,readv2_7,re_H061z00
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,aurmedcode,au_25801011
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,conceptid,co_15199004
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,conceptid,co_195736008
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,medcode,me_17185
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,readv2_5,re_H0612
ACUTE BRONCHIOLITIS WITH BRONCHOSPASM,readv2_7,re_H061200
ACUTE BRONCHIOLITIS+BRON.SPASM,ctv3,ct_Y101K
ACUTE BRONCHITIS,aurmedcode,au_18268014
ACUTE BRONCHITIS,conceptid,co_10509002
ACUTE BRONCHITIS,ctv3,ct_Y100v
ACUTE BRONCHITIS,medcode,me_312
ACUTE BRONCHITIS,readv2_5,re_H060.
ACUTE BRONCHITIS,readv2_7,re_H060.00
ACUTE BRONCHITIS AND BRONCHIOLITIS,aurmedcode,au_301095014
ACUTE BRONCHITIS AND BRONCHIOLITIS,conceptid,co_155511006
ACUTE BRONCHITIS AND BRONCHIOLITIS,conceptid,co_195712009
ACUTE BRONCHITIS AND BRONCHIOLITIS,medcode,me_29669
ACUTE BRONCHITIS AND BRONCHIOLITIS,readv2_5,re_H06..
ACUTE BRONCHITIS AND BRONCHIOLITIS,readv2_7,re_H06..00
ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE,aurmedcode,au_350044014
ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE,conceptid,co_233599001
ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE,medcode,me_31886
ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE,readv2_5,re_H060A
ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE,readv2_7,re_H060A00
ACUTE BRONCHITIS NOS,aurmedcode,au_301122016
ACUTE BRONCHITIS NOS,conceptid,co_155515002
ACUTE BRONCHITIS NOS,conceptid,co_195733000
ACUTE BRONCHITIS NOS,ctv3,ct_Y1015
ACUTE BRONCHITIS NOS,medcode,me_20198
ACUTE BRONCHITIS NOS,readv2_5,re_H060z
ACUTE BRONCHITIS NOS,readv2_7,re_H060z00
ACUTE BRONCHITIS OR BRONCHIOLITIS NOS,aurmedcode,au_301132011
ACUTE BRONCHITIS OR BRONCHIOLITIS NOS,conceptid,co_195743002
ACUTE BRONCHITIS OR BRONCHIOLITIS NOS,medcode,me_41137
ACUTE BRONCHITIS OR BRONCHIOLITIS NOS,readv2_5,re_H06z.
ACUTE BRONCHITIS OR BRONCHIOLITIS NOS,readv2_7,re_H06z.00
ACUTE BRONCHITIS/BRONCHIOL.NOS,ctv3,ct_Y100s
ACUTE BRONCHITIS/BRONCHIOLITIS,ctv3,ct_Y100r
ACUTE CAPILLARY BRONCHIOLITIS,aurmedcode,au_2478755014
ACUTE CAPILLARY BRONCHIOLITIS,conceptid,co_195734006
ACUTE CAPILLARY BRONCHIOLITIS,ctv3,ct_Y101I
ACUTE CAPILLARY BRONCHIOLITIS,medcode,me_54533
ACUTE CAPILLARY BRONCHIOLITIS,readv2_5,re_H0610
ACUTE CAPILLARY BRONCHIOLITIS,readv2_7,re_H061000
ACUTE CROUPOUS BRONCHITIS,aurmedcode,au_2475602011
ACUTE CROUPOUS BRONCHITIS,conceptid,co_195714005
ACUTE CROUPOUS BRONCHITIS,conceptid,co_195718008
ACUTE CROUPOUS BRONCHITIS,ctv3,ct_Y1013
ACUTE CROUPOUS BRONCHITIS,medcode,me_21145
ACUTE CROUPOUS BRONCHITIS,readv2_5,re_H0604
ACUTE CROUPOUS BRONCHITIS,readv2_7,re_H060400
ACUTE DRY PLEURISY,aurmedcode,au_301647018
ACUTE DRY PLEURISY,conceptid,co_196077006
ACUTE DRY PLEURISY,ctv3,ct_Y104M
ACUTE DRY PLEURISY,medcode,me_19207
ACUTE DRY PLEURISY,readv2_5,re_H5103
ACUTE DRY PLEURISY,readv2_7,re_H510300
ACUTE EXUDATIVE BRONCHIOLITIS,aurmedcode,au_301126018
ACUTE EXUDATIVE BRONCHIOLITIS,conceptid,co_195737004
ACUTE EXUDATIVE BRONCHIOLITIS,ctv3,ct_Y101L
ACUTE EXUDATIVE BRONCHIOLITIS,medcode,me_69192
ACUTE EXUDATIVE BRONCHIOLITIS,readv2_5,re_H0613
ACUTE EXUDATIVE BRONCHIOLITIS,readv2_7,re_H061300
ACUTE FIBRINOUS BRONCHITIS,aurmedcode,au_301100011
ACUTE FIBRINOUS BRONCHITIS,ctv3,ct_Y100z
ACUTE FIBRINOUS BRONCHITIS,medcode,me_50396
ACUTE FIBRINOUS BRONCHITIS,readv2_5,re_H0600
ACUTE FIBRINOUS BRONCHITIS,readv2_7,re_H060000
ACUTE H.INFLUENZAE BRONCHITIS,ctv3,ct_Y1019
ACUTE HAEMOPHILUS INFLUENZAE BRONCHITIS,aurmedcode,au_301108016
ACUTE HAEMOPHILUS INFLUENZAE BRONCHITIS,conceptid,co_195721005
ACUTE HAEMOPHILUS INFLUENZAE BRONCHITIS,medcode,me_21492
ACUTE HAEMOPHILUS INFLUENZAE BRONCHITIS,readv2_5,re_H0608
ACUTE HAEMOPHILUS INFLUENZAE BRONCHITIS,readv2_7,re_H060800
ACUTE LOWER RESP TR INFECTION,ctv3,ct_Y100n
ACUTE LOWER RESPIRATORY TRACT INFECTION,aurmedcode,au_457801000006117
ACUTE LOWER RESPIRATORY TRACT INFECTION,aurmedcode,au_579878017
ACUTE LOWER RESPIRATORY TRACT INFECTION,conceptid,co_155514003
ACUTE LOWER RESPIRATORY TRACT INFECTION,conceptid,co_195742007
ACUTE LOWER RESPIRATORY TRACT INFECTION,conceptid,co_266340001
ACUTE LOWER RESPIRATORY TRACT INFECTION,medcode,me_37447
ACUTE LOWER RESPIRATORY TRACT INFECTION,medcode,me_6124
ACUTE LOWER RESPIRATORY TRACT INFECTION,readv2_5,re_H062.
ACUTE LOWER RESPIRATORY TRACT INFECTION,readv2_5,re_H06z1
ACUTE LOWER RESPIRATORY TRACT INFECTION,readv2_7,re_H062.00
ACUTE LOWER RESPIRATORY TRACT INFECTION,readv2_7,re_H06z112
ACUTE PNEUMOCOCCAL BRONCHITIS,aurmedcode,au_301105018
ACUTE PNEUMOCOCCAL BRONCHITIS,conceptid,co_195719000
ACUTE PNEUMOCOCCAL BRONCHITIS,ctv3,ct_Y1017
ACUTE PNEUMOCOCCAL BRONCHITIS,medcode,me_9043
