code,term
127013003,Disorder of kidney due to diabetes mellitus
127014009,Peripheral angiopathy due to diabetes mellitus
154678005,Diabetes + eye manifestation (& [cataract] or [retinopathy])
154679002,Proliferative diabetic retinopathy
154680004,Background diabetic retinopathy
154681000,Preproliferative diabetic retinopathy
154682007,Diabetic maculopathy
154684008,Diabetic mononeuritis multiplex
154685009,Diabetic mononeuritis NOS
154686005,Acute painful diabetic neuropathy
155107006,Diabetic retinopathy
155114008,Advanced diabetic retinal disease
190349003,Diabetes mellitus with neurological manifestation: (& [amyotrophy] or [neuropathy] or [polyneuropathy])
190357000,"Diabetes mellitus, adult with gangrene"
190358005,IDDM with peripheral circulatory disorder
190359002,NIDDM with peripheral circulatory disorder
190368000,Type I diabetes mellitus with ulcer
190369008,Type I diabetes mellitus with gangrene
190370009,Type I diabetes mellitus with retinopathy
190374000,Type I diabetes mellitus with mononeuropathy
190375004,Type I diabetes mellitus with polyneuropathy
190376003,Type I diabetes mellitus with nephropathy
190380008,Type I diabetes mellitus with arthropathy
190388001,Multiple complications due to type 2 diabetes mellitus
190389009,Type II diabetes mellitus with ulcer
190390000,Type II diabetes mellitus with gangrene
190391001,Type II diabetes mellitus with retinopathy
190396006,Type II diabetes mellitus with mononeuropathy
190397002,Type II diabetes mellitus with polyneuropathy
190398007,Type II diabetes mellitus with nephropathy
190402003,Type II diabetes mellitus with arthropathy
190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications
193141005,Mononeuritis multiplex due to diabetes mellitus
193156001,Diabetic mononeuritis NOS
193183000,Acute painful neuropathy due to diabetes mellitus
193184006,Chronic painful neuropathy due to diabetes mellitus
193185007,Asymptomatic neuropathy due to diabetes mellitus
193211001,(Myasthenic syndrome due to diabetic amyotrophy) or (diabetic amyotrophy)
193263008,Diabetic mononeuropathy
193349004,Preproliferative retinopathy due to diabetes mellitus
193350004,Advanced maculopathy due to diabetes mellitus
193351000,Diabetic maculopathy
193352007,Advanced diabetic retinal disease
193353002,Diabetic retinopathy NOS
193489006,Iritis due to diabetes mellitus
195302000,Gangrene of toe
195303005,Gangrene of foot
197605007,Nephrotic syndrome due to diabetes mellitus
198493003,[X]Glomerular disorders in diabetes mellitus
200687002,Cellulitis of foot due to diabetes mellitus
201250006,Ischemic ulcer of foot due to diabetes mellitus
201251005,Neuropathic ulcer of foot due to diabetes mellitus
201252003,Mixed diabetic ulcer - foot
201723002,Cheiroarthropathy due to diabetes mellitus
201724008,Neuropathic arthropathy due to diabetes mellitus
207022008,[D]Gangrene of toe in diabetic
207023003,[D]Widespread diabetic foot gangrene
