code,term,dmd_id
2852111000001109,DEMIX 100 CAPSULES,2852111000001109
2848211000001104,DEMIX 50 CAPSULES,2848211000001104
324059006,DOXYCYCLINE 100MG CAPSULES,324059006
2850911000001108,DOXYCYCLINE 100MG CAPSULES,2850911000001108
2851411000001109,DOXYCYCLINE 100MG CAPSULES,2851411000001109
2851811000001106,DOXYCYCLINE 100MG CAPSULES,2851811000001106
2852311000001106,DOXYCYCLINE 100MG CAPSULES,2852311000001106
2852511000001100,DOXYCYCLINE 100MG CAPSULES,2852511000001100
2852911000001107,DOXYCYCLINE 100MG CAPSULES,2852911000001107
2853211000001109,DOXYCYCLINE 100MG CAPSULES,2853211000001109
2854311000001104,DOXYCYCLINE 100MG CAPSULES,2854311000001104
10405211000001104,DOXYCYCLINE 100MG CAPSULES,10405211000001104
10724511000001104,DOXYCYCLINE 100MG CAPSULES,10724511000001104
11404211000001106,DOXYCYCLINE 100MG CAPSULES,11404211000001106
14161611000001104,DOXYCYCLINE 100MG CAPSULES,14161611000001104
15083411000001100,DOXYCYCLINE 100MG CAPSULES,15083411000001100
17894811000001104,DOXYCYCLINE 100MG CAPSULES,17894811000001104
21933411000001100,DOXYCYCLINE 100MG CAPSULES,21933411000001100
23880711000001108,DOXYCYCLINE 100MG CAPSULES,23880711000001108
30123211000001108,DOXYCYCLINE 100MG CAPSULES,30123211000001108
37896911000001104,DOXYCYCLINE 100MG CAPSULES,37896911000001104
38877111000001104,DOXYCYCLINE 100MG CAPSULES,38877111000001104
39710311000001104,DOXYCYCLINE 100MG DISPERSIBLE TABLETS SUGAR FREE,39710311000001104
421341000,DOXYCYCLINE 100MG TABLETS,421341000
38250911000001104,DOXYCYCLINE 100MG TABLETS,38250911000001104
32876211000001100,DOXYCYCLINE 100MG/5ML ORAL SUSPENSION,32876211000001100
32874411000001104,DOXYCYCLINE 100MG/5ML ORAL SUSPENSION,32874411000001104
36564611000001104,DOXYCYCLINE 40MG MODIFIED-RELEASE CAPSULES,36564611000001104
324070004,DOXYCYCLINE 50MG CAPSULES,324070004
2847611000001101,DOXYCYCLINE 50MG CAPSULES,2847611000001101
2847811000001102,DOXYCYCLINE 50MG CAPSULES,2847811000001102
2848011000001109,DOXYCYCLINE 50MG CAPSULES,2848011000001109
2848411000001100,DOXYCYCLINE 50MG CAPSULES,2848411000001100
2848611000001102,DOXYCYCLINE 50MG CAPSULES,2848611000001102
2849111000001103,DOXYCYCLINE 50MG CAPSULES,2849111000001103
2849911000001100,DOXYCYCLINE 50MG CAPSULES,2849911000001100
7432211000001109,DOXYCYCLINE 50MG CAPSULES,7432211000001109
10405011000001108,DOXYCYCLINE 50MG CAPSULES,10405011000001108
11403911000001104,DOXYCYCLINE 50MG CAPSULES,11403911000001104
14201611000001100,DOXYCYCLINE 50MG CAPSULES,14201611000001100
17894611000001104,DOXYCYCLINE 50MG CAPSULES,17894611000001104
21933211000001100,DOXYCYCLINE 50MG CAPSULES,21933211000001100
23881111000001104,DOXYCYCLINE 50MG CAPSULES,23881111000001104
29836111000001100,DOXYCYCLINE 50MG CAPSULES,29836111000001100
37071111000001104,DOXYCYCLINE 50MG CAPSULES,37071111000001104
37897811000001104,DOXYCYCLINE 50MG CAPSULES,37897811000001104
38877411000001104,DOXYCYCLINE 50MG CAPSULES,38877411000001104
8485211000001101,DOXYCYCLINE 50MG/5ML ORAL SOLUTION,8485211000001101
8458111000001109,DOXYCYCLINE 50MG/5ML ORAL SOLUTION,8458111000001109
8485311000001109,DOXYCYCLINE 50MG/5ML ORAL SUSPENSION,8485311000001109
8459211000001108,DOXYCYCLINE 50MG/5ML ORAL SUSPENSION,8459211000001108
2853411000001108,DOXYLAR 100MG CAPSULES,2853411000001108
2849311000001101,DOXYLAR 50MG CAPSULES,2849311000001101
15656211000001108,EFRACEA 40MG MODIFIED-RELEASE CAPSULES,15656211000001108
2854011000001102,VIBRAMYCIN 100MG CAPSULES,2854011000001102
2849511000001107,VIBRAMYCIN 50 CAPSULES,2849511000001107
2849711000001102,VIBRAMYCIN ACNE PACK 50MG CAPSULES,2849711000001102
2847211000001103,VIBRAMYCIN-D 100MG DISPERSIBLE TABLETS,2847211000001103
2853611000001106,VIBROX 100MG CAPSULES,2853611000001106
23881111000001102,Doxycycline 50mg capsules,23881111000001102
37897811000001106,Doxycycline 50mg capsules,37897811000001106
38877411000001105,Doxycycline 50mg capsules,38877411000001105
17894611000001103,Doxycycline 50mg capsules,17894611000001103
10405211000001103,Doxycycline 100mg capsules,10405211000001103
23880711000001109,Doxycycline 100mg capsules,23880711000001109
14161611000001103,Doxycycline 100mg capsules,14161611000001103
30123211000001107,Doxycycline 100mg capsules,30123211000001107
38877111000001100,Doxycycline 100mg capsules,38877111000001100
21933411000001101,Doxycycline 100mg capsules,21933411000001101
32876211000001101,Doxycycline 100mg/5ml oral suspension,32876211000001101
32874411000001105,Doxycycline 100mg/5ml oral suspension,32874411000001105
38250911000001106,Doxycycline 100mg tablets,38250911000001106
15656211000001107,Efracea 40mg modified-release capsules,15656211000001107
423491006,VMP previous to 36564611000001104,423491006
41948311000001104,VMP subsequent to 324059006,41948311000001104
41948411000001106,VMP subsequent to 421341000,41948411000001106
41948611000001109,VMP subsequent to 324070004,41948611000001109
