code,term,dmd_id
39697411000001112,LEVOFLOXACIN 250MG TABLETS,39697411000001112
19178611000001100,LEVOFLOXACIN 250MG TABLETS,19178611000001100
19296611000001108,LEVOFLOXACIN 250MG TABLETS,19296611000001108
19358511000001108,LEVOFLOXACIN 250MG TABLETS,19358511000001108
19359511000001100,LEVOFLOXACIN 250MG TABLETS,19359511000001100
19511711000001100,LEVOFLOXACIN 250MG TABLETS,19511711000001100
19837211000001108,LEVOFLOXACIN 250MG TABLETS,19837211000001108
21285711000001100,LEVOFLOXACIN 250MG TABLETS,21285711000001100
22070311000001104,LEVOFLOXACIN 250MG TABLETS,22070311000001104
24366211000001104,LEVOFLOXACIN 250MG TABLETS,24366211000001104
29673211000001104,LEVOFLOXACIN 250MG TABLETS,29673211000001104
29889711000001104,LEVOFLOXACIN 250MG TABLETS,29889711000001104
37098711000001104,LEVOFLOXACIN 250MG TABLETS,37098711000001104
324634001,LEVOFLOXACIN 500MG TABLETS,324634001
19178911000001108,LEVOFLOXACIN 500MG TABLETS,19178911000001108
19298011000001104,LEVOFLOXACIN 500MG TABLETS,19298011000001104
19359211000001104,LEVOFLOXACIN 500MG TABLETS,19359211000001104
19359911000001108,LEVOFLOXACIN 500MG TABLETS,19359911000001108
19512011000001104,LEVOFLOXACIN 500MG TABLETS,19512011000001104
19837511000001108,LEVOFLOXACIN 500MG TABLETS,19837511000001108
21286011000001108,LEVOFLOXACIN 500MG TABLETS,21286011000001108
22070611000001100,LEVOFLOXACIN 500MG TABLETS,22070611000001100
24366511000001100,LEVOFLOXACIN 500MG TABLETS,24366511000001100
29673511000001108,LEVOFLOXACIN 500MG TABLETS,29673511000001108
29890211000001100,LEVOFLOXACIN 500MG TABLETS,29890211000001100
30220211000001100,LEVOFLOXACIN 500MG TABLETS,30220211000001100
39015311000001104,LEVOFLOXACIN 500MG TABLETS,39015311000001104
19448711000001104,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,19448711000001104
19447411000001104,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,19447411000001104
19447611000001100,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,19447611000001100
21660611000001104,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,21660611000001104
35831811000001104,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,35831811000001104
38236111000001104,LEVOFLOXACIN 500MG/100ML INFUSION BAGS,38236111000001104
23108311000001100,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,23108311000001100
22985411000001108,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,22985411000001108
24416711000001100,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,24416711000001100
34611911000001108,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,34611911000001108
36571111000001104,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,36571111000001104
38745711000001104,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION BOTTLES,38745711000001104
36038911000001104,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION VIALS,36038911000001104
19359011000001108,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION VIALS,19359011000001108
34754611000001100,LEVOFLOXACIN 500MG/100ML SOLUTION FOR INFUSION VIALS,34754611000001100
3077511000001109,TAVANIC 250MG TABLETS,3077511000001109
3078311000001102,TAVANIC 500MG TABLETS,3078311000001102
4602911000001104,TAVANIC 500MG/100ML SOLUTION FOR INFUSION VIALS,4602911000001104
21286011000001107,Levofloxacin 500mg tablets,21286011000001107
19298011000001103,Levofloxacin 500mg tablets,19298011000001103
19512011000001105,Levofloxacin 500mg tablets,19512011000001105
39892211000001103,Levofloxacin 500mg tablets,39892211000001103
29673511000001109,Levofloxacin 500mg tablets,29673511000001109
39015311000001102,Levofloxacin 500mg tablets,39015311000001102
19178911000001107,Levofloxacin 500mg tablets,19178911000001107
19837511000001107,Levofloxacin 500mg tablets,19837511000001107
22070611000001101,Levofloxacin 500mg tablets,22070611000001101
39697411000001109,Levofloxacin 250mg tablets,39697411000001109
19359511000001101,Levofloxacin 250mg tablets,19359511000001101
21285711000001101,Levofloxacin 250mg tablets,21285711000001101
19296611000001109,Levofloxacin 250mg tablets,19296611000001109
19358511000001107,Levofloxacin 250mg tablets,19358511000001107
24366211000001103,Levofloxacin 250mg tablets,24366211000001103
39891911000001101,Levofloxacin 250mg tablets,39891911000001101
29673211000001106,Levofloxacin 250mg tablets,29673211000001106
37098711000001101,Levofloxacin 250mg tablets,37098711000001101
40324511000001100,Levofloxacin 250mg tablets,40324511000001100
19178611000001101,Levofloxacin 250mg tablets,19178611000001101
19837211000001109,Levofloxacin 250mg tablets,19837211000001109
22070311000001106,Levofloxacin 250mg tablets,22070311000001106
36038911000001106,Levofloxacin 500mg/100ml solution for infusion vials,36038911000001106
19359011000001109,Levofloxacin 500mg/100ml solution for infusion vials,19359011000001109
34754611000001101,Levofloxacin 500mg/100ml solution for infusion vials,34754611000001101
19448711000001105,Levofloxacin 500mg/100ml infusion bags,19448711000001105
19447411000001103,Levofloxacin 500mg/100ml infusion bags,19447411000001103
38236111000001105,Levofloxacin 500mg/100ml infusion bags,38236111000001105
35831811000001105,Levofloxacin 500mg/100ml infusion bags,35831811000001105
21660611000001102,Levofloxacin 500mg/100ml infusion bags,21660611000001102
23108311000001101,Levofloxacin 500mg/100ml solution for infusion bottles,23108311000001101
38745711000001107,Levofloxacin 500mg/100ml solution for infusion bottles,38745711000001107
36571111000001100,Levofloxacin 500mg/100ml solution for infusion bottles,36571111000001100
22985411000001109,Levofloxacin 500mg/100ml solution for infusion bottles,22985411000001109
34611911000001109,Levofloxacin 500mg/100ml solution for infusion bottles,34611911000001109
324633007,VMP previous to 39697411000001109,324633007
324635000,VMP previous to 36038911000001106,324635000
41951211000001101,VMP subsequent to 324634001,41951211000001101
