code,term,dmd_id
3845811000001100,CIDOMYCIN 80MG/2ML SOLUTION FOR INJECTION AMPOULES,3845811000001100
3997811000001108,CIDOMYCIN 80MG/2ML SOLUTION FOR INJECTION VIALS,3997811000001108
4609011000001105,CIDOMYCIN INTRATHECAL 5MG/1ML SOLUTION FOR INJECTION AMPOULES,4609011000001105
3983611000001102,CIDOMYCIN PAEDIATRIC 20MG/2ML SOLUTION FOR INJECTION VIALS,3983611000001102
29903511000001104,GENTAMICIN 20MG/2ML SOLUTION FOR INJECTION AMPOULES,29903511000001104
29861811000001108,GENTAMICIN 20MG/2ML SOLUTION FOR INJECTION AMPOULES,29861811000001108
29934211000001108,GENTAMICIN 20MG/2ML SOLUTION FOR INJECTION AMPOULES,29934211000001108
36063011000001104,GENTAMICIN 20MG/2ML SOLUTION FOR INJECTION VIALS,36063011000001104
29951111000001100,GENTAMICIN 240MG/80ML INFUSION BAGS,29951111000001100
29942211000001104,GENTAMICIN 240MG/80ML INFUSION BAGS,29942211000001104
29942911000001104,GENTAMICIN 240MG/80ML INFUSION BAGS,29942911000001104
27800411000001108,GENTAMICIN 30MG/5ML ORAL SUSPENSION,27800411000001108
27690911000001108,GENTAMICIN 30MG/5ML ORAL SUSPENSION,27690911000001108
29827911000001104,GENTAMICIN 35MG/5ML ORAL SUSPENSION,29827911000001104
29793411000001108,GENTAMICIN 35MG/5ML ORAL SUSPENSION,29793411000001108
29951211000001104,GENTAMICIN 360MG/120ML INFUSION BAGS,29951211000001104
29942511000001104,GENTAMICIN 360MG/120ML INFUSION BAGS,29942511000001104
29943111000001104,GENTAMICIN 360MG/120ML INFUSION BAGS,29943111000001104
36050911000001104,GENTAMICIN 40MG/1ML SOLUTION FOR INJECTION AMPOULES,36050911000001104
3999111000001107,GENTAMICIN 40MG/1ML SOLUTION FOR INJECTION AMPOULES,3999111000001107
3999411000001102,GENTAMICIN 40MG/1ML SOLUTION FOR INJECTION AMPOULES,3999411000001102
3999911000001105,GENTAMICIN 40MG/1ML SOLUTION FOR INJECTION AMPOULES,3999911000001105
32749211000001108,GENTAMICIN 45MG/5ML ORAL SOLUTION,32749211000001108
